id,age,sex,bmi,children,smoker,region,costs,phone,recordnum,opted_out
839,59,female,31.4,0,no,NA,12622.18,155386256,1694189,0
840,21,male,31.1,0,no,EMEA,1526.31,626767924,6882614,0
841,59,male,24.7,0,no,NA,12323.94,418829754,8583457,0
842,23,female,32.8,2,yes,EMEA,36021.01,623431238,2375673,0
843,57,female,29.8,0,yes,EMEA,27533.91,845744847,2163781,0
844,53,male,30.5,0,no,NA,10072.06,323365512,5635569,0
845,60,female,32.5,0,yes,EMEA,45008.96,833857762,4815165,0
846,51,female,34.2,1,no,EMEA,9872.70,169286821,1477758,0
847,23,male,50.4,1,no,EMEA,2438.06,921732885,9654738,0
848,27,female,24.1,0,no,EMEA,2974.13,119289985,5867452,0
849,55,male,32.8,0,no,NA,10601.63,259917126,9275959,0
850,37,female,30.8,0,yes,NA,37270.15,348662573,9327549,0
851,61,male,32.3,2,no,NA,14119.62,989547887,1641896,0
852,46,female,35.5,0,yes,NA,42111.66,996386125,2876843,0
853,53,female,23.8,2,no,NA,11729.68,161436986,7461557,0
854,49,female,23.8,3,yes,NA,24106.91,484755841,1198613,0
855,20,female,29.6,0,no,EMEA,1875.34,396293957,9432141,0
856,48,female,33.1,0,yes,EMEA,40974.16,431448131,6836192,0
857,25,male,24.1,0,yes,NA,15817.99,847831921,1146256,1
858,25,female,32.2,1,no,EMEA,18218.16,849236231,4333846,0
859,57,male,28.1,0,no,EMEA,10965.45,689187916,8265746,0
860,37,female,47.6,2,yes,EMEA,46113.51,677347288,5683145,0
861,38,female,28.0,3,no,EMEA,7151.09,714795852,1391656,0
862,55,female,33.5,2,no,NA,12269.69,614987121,8385854,0
863,36,female,19.9,0,no,NA,5458.05,923666174,5481572,0
864,51,male,25.4,0,no,EMEA,8782.47,842487827,9321348,0
865,40,male,29.9,2,no,EMEA,6600.36,149134515,2718938,0
866,18,male,37.3,0,no,EMEA,1141.45,947439259,2915584,0
867,57,male,43.7,1,no,EMEA,11576.13,939711836,2734734,0
868,61,male,23.7,0,no,NA,13129.60,341917739,6482494,0
869,25,female,24.3,3,no,EMEA,4391.65,216372157,7137962,0
870,50,male,36.2,0,no,EMEA,8457.82,858496211,2254753,0
871,26,female,29.5,1,no,EMEA,3392.37,712734234,2526355,0
872,42,male,24.9,0,no,EMEA,5966.89,117457338,4863226,0
873,43,male,30.1,1,no,EMEA,6849.03,165177648,7281225,0
874,44,male,21.9,3,no,NA,8891.14,618313586,4628271,1
875,23,female,28.1,0,no,NA,2690.11,773375574,7818211,0
876,49,female,27.1,1,no,EMEA,26140.36,658281131,2843257,0
877,33,male,33.4,5,no,EMEA,6653.79,349176778,7768614,0
878,41,male,28.8,1,no,EMEA,6282.24,164699975,1513771,0
879,37,female,29.5,2,no,EMEA,6311.95,278981775,8951311,0
880,22,male,34.8,3,no,EMEA,3443.06,451212893,7761497,0
881,23,male,27.4,1,no,NA,2789.06,333858954,1988457,0
882,21,female,22.1,0,no,NA,2585.85,575575612,3323463,0
883,51,female,37.1,3,yes,NA,46255.11,865782846,6827641,0
884,25,male,26.7,4,no,NA,4877.98,445418772,6132442,0
885,32,male,28.9,1,yes,EMEA,19719.69,732393553,6457478,0
886,57,male,29.0,0,yes,NA,27218.44,152496415,3417228,0
887,36,female,30.0,0,no,NA,5272.18,527663688,7623548,0
888,22,male,39.5,0,no,EMEA,1682.60,827247797,6196619,0
889,57,male,33.6,1,no,NA,11945.13,871521724,8572578,0
890,64,female,26.9,0,yes,NA,29330.98,887897291,4115244,0
891,36,female,29.0,4,no,EMEA,7243.81,962967384,2619177,0
892,54,male,24.0,0,no,NA,10422.92,137179266,5218819,0
893,47,male,38.9,2,yes,EMEA,44202.65,599624723,6856864,0
894,62,male,32.1,0,no,NA,13555.00,547318415,4262716,0
895,61,female,44.0,0,no,EMEA,13063.88,847651475,1154696,0
896,43,female,20.0,2,yes,NA,19798.05,919318786,8239342,0
897,19,male,25.6,1,no,NA,2221.56,398925518,8934588,0
898,18,female,40.3,0,no,EMEA,1634.57,851694549,2417335,0
899,19,female,22.5,0,no,NA,2117.34,559574361,2361288,0
900,49,male,22.5,0,no,NA,8688.86,456171257,8543288,0
901,60,male,40.9,0,yes,EMEA,48673.56,134764962,7431419,0
902,26,male,27.3,3,no,NA,4661.29,256157432,3555567,0
903,49,male,36.9,0,no,EMEA,8125.78,875762272,5381428,0
904,60,female,35.1,0,no,EMEA,12644.59,918662986,1782324,0
905,26,female,29.4,2,no,NA,4564.19,266638667,3292673,0
906,27,male,32.6,3,no,NA,4846.92,553544929,9125147,0
907,44,female,32.3,1,no,EMEA,7633.72,731646884,9481285,0
908,63,male,39.8,3,no,EMEA,15170.07,344837116,4616827,0
909,32,female,24.6,0,yes,EMEA,17496.31,848544989,1943853,1
910,22,male,28.3,1,no,NA,2639.04,187387942,5142131,0
911,18,male,31.7,0,yes,NA,33732.69,348555924,2547518,0
912,59,female,26.7,3,no,NA,14382.71,237375482,9453794,0
913,44,female,27.5,1,no,EMEA,7626.99,181478346,9566762,0
914,33,male,24.6,2,no,NA,5257.51,963191344,2281634,0
915,24,female,34.0,0,no,EMEA,2473.33,682143881,3766149,0
916,43,female,26.9,0,yes,NA,21774.32,419462375,7247864,0
917,45,male,22.9,0,yes,NA,35069.37,375488573,3378784,0
918,61,female,28.2,0,no,EMEA,13041.92,332499278,3566362,0
919,35,female,34.2,1,no,EMEA,5245.23,641872349,8263788,0
920,62,female,25.0,0,no,EMEA,13451.12,778244975,3849752,0
921,62,female,33.2,0,no,EMEA,13462.52,431872727,8563453,0
922,38,male,31.0,1,no,EMEA,5488.26,745459165,5453796,0
923,34,male,35.8,0,no,NA,4320.41,197928227,3329557,0
924,43,male,23.2,0,no,EMEA,6250.44,721637621,3742233,0
925,50,male,32.1,2,no,NA,25333.33,489674637,8424219,1
926,19,female,23.4,2,no,EMEA,2913.57,254382594,1737697,0
927,57,female,20.1,1,no,EMEA,12032.33,261695251,1989293,0
928,62,female,39.2,0,no,EMEA,13470.80,141796265,3278425,0
929,41,male,34.2,1,no,EMEA,6289.75,858247344,5523895,0
930,26,male,46.5,1,no,EMEA,2927.06,692326739,2152688,0
931,39,female,32.5,1,no,EMEA,6238.30,445859745,8299281,0
932,46,male,25.8,5,no,EMEA,10096.97,979167436,7227321,1
933,45,female,35.3,0,no,EMEA,7348.14,928279921,6131627,0
934,32,male,37.2,2,no,EMEA,4673.39,833648241,6141493,0
935,59,female,27.5,0,no,EMEA,12233.83,587122187,7365981,0
936,44,male,29.7,2,no,NA,32108.66,546768924,6344655,0
937,39,female,24.2,5,no,NA,8965.80,255721952,3153543,0
938,18,male,26.2,2,no,EMEA,2304.00,521479761,5829469,0
939,53,male,29.5,0,no,EMEA,9487.64,665816357,3896241,0
940,18,male,23.2,0,no,EMEA,1121.87,334846821,5795324,0
941,50,female,46.1,1,no,EMEA,9549.57,941342584,9892842,0
942,18,female,40.2,0,no,NA,2217.47,731221241,4399537,0
943,19,male,22.6,0,no,NA,1628.47,613668686,4767895,1
944,62,male,39.9,0,no,EMEA,12982.87,391817153,9428249,0
945,56,female,35.8,1,no,EMEA,11674.13,852977581,7332156,0
946,42,male,35.8,2,no,EMEA,7160.09,162497718,7985328,0
947,37,male,34.2,1,yes,NA,39047.29,269562448,6882611,0
948,42,male,31.3,0,no,NA,6358.78,522639418,8189537,0
949,25,male,29.7,3,yes,EMEA,19933.46,774294272,2152833,0
950,57,male,18.3,0,no,NA,11534.87,425662119,7825361,0
951,51,male,42.9,2,yes,EMEA,47462.89,898835465,9846891,0
952,30,female,28.4,1,no,NA,4527.18,137988657,6266317,0
953,44,male,30.2,2,yes,EMEA,38998.55,888964949,1572286,0
954,34,male,27.8,1,yes,NA,20009.63,798573626,6232718,0
955,31,male,39.5,1,no,EMEA,3875.73,568458916,2131938,0
956,54,male,30.8,1,yes,EMEA,41999.52,716853534,1782556,1
957,24,male,26.8,1,no,NA,12609.89,421976555,9362912,0
958,43,male,35.0,1,yes,NA,41034.22,915996594,5723582,0
959,48,male,36.7,1,no,NA,28468.92,296839879,7373763,0
960,19,female,39.6,1,no,NA,2730.11,321255227,7112894,0
961,29,female,25.9,0,no,EMEA,3353.28,587258888,3269921,0
962,63,female,35.2,1,no,EMEA,14474.68,174369613,2365586,1
963,46,male,24.8,3,no,NA,9500.57,333849993,5839395,0
964,52,male,36.8,2,no,NA,26467.10,878393112,8628951,0
965,35,male,27.1,1,no,EMEA,4746.34,845271566,9928849,0
966,51,male,24.8,2,yes,NA,23967.38,648813842,8226729,0
967,44,male,25.4,1,no,NA,7518.03,252628929,2833784,0
968,21,male,25.7,2,no,NA,3279.87,768575883,7692372,0
969,39,female,34.3,5,no,EMEA,8596.83,333558297,1623192,0
970,50,female,28.2,3,no,EMEA,10702.64,375227619,6987883,0
971,34,female,23.6,0,no,NA,4992.38,758953179,1589859,0
972,22,female,20.2,0,no,NA,2527.82,331227332,2468925,0
973,19,female,40.5,0,no,EMEA,1759.34,332392948,1739224,0
974,26,male,35.4,0,no,EMEA,2322.62,811789859,8193869,0
975,29,male,22.9,0,yes,NA,16138.76,418784953,4371536,0
976,48,male,40.2,0,no,EMEA,7804.16,531448343,9398228,0
977,26,male,29.2,1,no,EMEA,2902.91,795243226,6953124,0
978,45,female,40.0,3,no,NA,9704.67,269592171,2765629,0
979,36,female,29.9,0,no,EMEA,4889.04,989821436,1896827,0
980,54,male,25.5,1,no,NA,25517.11,592845273,7492548,0
981,34,male,21.4,0,no,NA,4500.34,145539959,8536377,0
982,31,male,25.9,3,yes,EMEA,19199.94,381116455,8385326,0
983,27,female,30.6,1,no,NA,16796.41,533626141,3455642,0
984,20,male,30.1,5,no,NA,4915.06,491513757,5742359,0
985,44,female,25.8,1,no,EMEA,7624.63,729222913,7127744,0
986,43,male,30.1,3,no,NA,8410.05,429727715,2736383,0
987,45,female,27.6,1,no,NA,28340.19,292826384,4778364,0
988,34,male,34.7,0,no,NA,4518.83,973268968,8112255,0
989,24,female,20.5,0,yes,NA,14571.89,485195565,4949879,0
990,26,female,19.8,1,no,EMEA,3378.91,252682916,2439236,0
991,38,female,27.8,2,no,NA,7144.86,721329996,1473833,0
992,50,female,31.6,2,no,EMEA,10118.42,431682582,7512663,0
993,38,male,28.3,1,no,EMEA,5484.47,178855529,6271552,0
994,27,female,20.0,3,yes,NA,16420.49,178548889,5883943,0
995,39,female,23.3,3,no,NA,7986.48,496726421,7255684,0
996,39,female,34.1,3,no,EMEA,7418.52,178364694,1813211,0
997,63,female,36.9,0,no,EMEA,13887.97,649351726,3912722,0
998,33,female,36.3,3,no,NA,6551.75,623641254,9742552,0
999,36,female,26.9,0,no,NA,5267.82,581329671,4363269,0
1000,30,male,23.0,2,yes,NA,17361.77,456723897,6686398,0
1001,24,male,32.7,0,yes,EMEA,34472.84,626911677,9524268,0
1002,24,male,25.8,0,no,EMEA,1972.95,417434925,7151665,0
1003,48,male,29.6,0,no,EMEA,21232.18,444612893,7334586,0
1004,47,male,19.2,1,no,NA,8627.54,587126366,2166924,0
1005,29,male,31.7,2,no,NA,4433.39,719355782,9371151,0
1006,28,male,29.3,2,no,NA,4438.26,931167535,9575341,0
1007,47,male,28.2,3,yes,NA,24915.22,199552154,7942123,0
1008,25,male,25.0,2,no,NA,23241.47,469521832,9757126,0
1009,51,male,27.7,1,no,NA,9957.72,628472292,1566852,0
1010,48,female,22.8,0,no,EMEA,8269.04,659452939,8768522,0
1011,43,male,20.1,2,yes,EMEA,18767.74,786865219,8262381,0
1012,61,female,33.3,4,no,EMEA,36580.28,781373169,8365793,1
1013,48,male,32.3,1,no,NA,8765.25,841517553,6551427,1
1014,38,female,27.6,0,no,EMEA,5383.54,291584395,3211419,0
1015,59,male,25.5,0,no,NA,12124.99,889867387,6189616,0
1016,19,female,24.6,1,no,NA,2709.24,734957912,4955887,0
1017,26,female,34.2,2,no,EMEA,3987.93,235563877,2863238,0
1018,54,female,35.8,3,no,NA,12495.29,489332762,1398955,0
1019,21,female,32.7,2,no,NA,26018.95,253622195,2352291,0
1020,51,male,37.0,0,no,EMEA,8798.59,396972391,6271745,0
1021,22,female,31.0,3,yes,EMEA,35595.59,171245415,3775387,0
1022,47,male,36.1,1,yes,EMEA,42211.14,331652986,4573653,0
1023,18,male,23.3,1,no,EMEA,1711.03,744724224,2823276,0
1024,47,female,45.3,1,no,EMEA,8569.86,194177219,7589263,0
1025,21,female,34.6,0,no,EMEA,2020.18,213718433,7382647,0
1026,19,male,26.0,1,yes,NA,16450.89,674666181,3243572,0
1027,23,male,18.7,0,no,NA,21595.38,717185665,6391282,0
1028,54,male,31.6,0,no,EMEA,9850.43,626277895,5197763,0
1029,37,female,17.3,2,no,NA,6877.98,511887491,1373944,0
1030,46,female,23.7,1,yes,NA,21677.28,616642336,6143756,0
1031,55,female,35.2,0,yes,EMEA,44423.80,782967466,3224598,0
1032,30,female,27.9,0,no,NA,4137.52,461587471,8385951,0
1033,18,male,21.6,0,yes,NA,13747.87,521726228,6132792,0
1034,61,male,38.4,0,no,NA,12950.07,372642888,6824954,0
1035,54,female,23.0,3,no,EMEA,12094.48,974187869,8618789,0
1036,22,male,37.1,2,yes,EMEA,37484.45,142777449,2752765,0
1037,45,female,30.5,1,yes,NA,39725.52,819495887,9317541,0
1038,22,male,28.9,0,no,NA,2250.84,655878564,1387981,0
1039,19,male,27.3,2,no,NA,22493.66,599732718,4329958,0
1040,35,female,28.0,0,yes,NA,20234.85,697768593,8371769,0
1041,18,male,23.1,0,no,NA,1704.70,873845848,4851723,0
1042,20,male,30.7,0,yes,NA,33475.82,477599232,5866276,0
1043,28,female,25.8,0,no,EMEA,3161.45,191939186,7323417,0
1044,55,male,35.2,1,no,NA,11394.07,348837728,2139367,1
1045,43,female,24.7,2,yes,NA,21880.82,573879656,9917952,0
1046,43,female,25.1,0,no,NA,7325.05,426372491,7567659,0
1047,22,male,52.6,1,yes,EMEA,44501.40,785123196,3425384,0
1048,25,female,22.5,1,no,NA,3594.17,333589244,9846878,0
1049,49,male,30.9,0,yes,EMEA,39727.61,953487937,5773733,0
1050,44,female,37.0,1,no,NA,8023.14,589882485,4418783,0
1051,64,male,26.4,0,no,NA,14394.56,878167154,6471384,0
1052,49,male,29.8,1,no,NA,9288.03,898877725,6528234,0
1053,47,male,29.8,3,yes,EMEA,25309.49,352474813,7482462,0
1054,27,female,21.5,0,no,NA,3353.47,211674848,2179195,0
1055,55,male,27.6,0,no,NA,10594.50,554391846,2947723,0
1056,48,female,28.9,0,no,EMEA,8277.52,796583558,4487637,0
1057,45,female,31.8,0,no,EMEA,17929.30,862282123,8878424,0
1058,24,female,39.5,0,no,EMEA,2480.98,356483685,8499259,0
1059,32,male,33.8,1,no,NA,4462.72,264259369,2628727,0
1060,24,male,32.0,0,no,EMEA,1981.58,627372739,4484788,1
1061,57,male,27.9,1,no,EMEA,11554.22,457262547,4585693,0
1062,59,male,41.1,1,yes,EMEA,48970.25,865191582,3914492,0
1063,36,male,28.6,3,no,NA,6548.20,119855558,7768987,0
1064,29,female,25.6,4,no,EMEA,5708.87,779836166,7965832,0
1065,42,female,25.3,1,no,EMEA,7045.50,424482945,7795835,0
1066,48,male,37.3,2,no,EMEA,8978.19,417265262,3524869,0
1067,39,male,42.7,0,no,NA,5757.41,175258243,5244625,0
1068,63,male,21.7,1,no,NA,14349.85,754623119,8335532,0
1069,54,female,31.9,1,no,EMEA,10928.85,761562735,7122878,0
1070,37,male,37.1,1,yes,EMEA,39871.70,218268672,9752624,0
1071,63,male,31.4,0,no,NA,13974.46,616112635,9822454,0
1072,21,male,31.3,0,no,NA,1909.53,325213612,8876658,0
1073,54,female,28.9,2,no,NA,12096.65,434717176,3375755,0
1074,60,female,18.3,0,no,NA,13204.29,788951627,4898252,0
1075,32,female,29.6,1,no,EMEA,4562.84,512252187,9924447,1
1076,47,female,32.0,1,no,EMEA,8551.35,644192179,1695257,0
1077,21,male,26.0,0,no,NA,2102.26,475474894,9887349,0
1078,28,male,31.7,0,yes,EMEA,34672.15,574373975,7117148,0
1079,63,male,33.7,3,no,EMEA,15161.53,297835344,2651137,0
1080,18,male,21.8,2,no,EMEA,11884.05,342239239,4119798,0
1081,32,male,27.8,1,no,NA,4454.40,857659618,5271539,0
1082,38,male,20.0,1,no,NA,5855.90,169253956,2841417,0
1083,32,male,31.5,1,no,EMEA,4076.50,129215417,8115535,0
1084,62,female,30.5,2,no,NA,15019.76,861851993,9391883,0
1085,39,female,18.3,5,yes,EMEA,19023.26,832993519,9712712,0
1086,55,male,29.0,0,no,NA,10796.35,353825768,2176446,0
1087,57,male,31.5,0,no,NA,11353.23,574673527,5516736,0
1088,52,male,47.7,1,no,EMEA,9748.91,619266258,9947925,0
1089,56,male,22.1,0,no,EMEA,10577.09,586742839,2187964,0
1090,47,male,36.2,0,yes,EMEA,41676.08,172668714,8717793,0
1091,55,female,29.8,0,no,NA,11286.54,433678722,2335962,0
1092,23,male,32.7,3,no,EMEA,3591.48,928114426,2773767,0
1093,22,female,30.4,0,yes,NA,33907.55,992399477,3139572,0
1094,50,female,33.7,4,no,EMEA,11299.34,687442385,7595195,0
1095,18,female,31.4,4,no,NA,4561.19,716581289,9816158,0
1096,51,female,35.0,2,yes,NA,44641.20,518888699,6855684,0
1097,22,male,33.8,0,no,EMEA,1674.63,395854898,6697529,0
1098,52,female,30.9,0,no,NA,23045.57,837322294,8621557,0
1099,25,female,34.0,1,no,EMEA,3227.12,846698767,9168978,0
1100,33,female,19.1,2,yes,NA,16776.30,747829984,6232716,0
1101,53,male,28.6,3,no,EMEA,11253.42,717171193,5715728,0
1102,29,male,38.9,1,no,EMEA,3471.41,626562752,8341111,0
1103,58,male,36.1,0,no,EMEA,11363.28,763826534,1445322,0
1104,37,male,29.8,0,no,EMEA,20420.60,713645182,6535824,0
1105,54,female,31.2,0,no,EMEA,10338.93,656622414,8278451,0
1106,49,female,29.9,0,no,NA,8988.16,377867575,8255349,0
1107,50,female,26.2,2,no,NA,10493.95,564176966,2663478,0
1108,26,male,30.0,1,no,EMEA,2904.09,352773455,6569853,0
1109,45,male,20.4,3,no,EMEA,8605.36,573264654,5685969,0
1110,54,female,32.3,1,no,NA,11512.41,947719872,2828474,0
1111,38,male,38.4,3,yes,EMEA,41949.24,433428288,1968399,0
1112,48,female,25.9,3,yes,EMEA,24180.93,646381232,6119377,0
1113,28,female,26.3,3,no,NA,5312.17,161738675,9915699,0
1114,23,male,24.5,0,no,NA,2396.10,285652825,7824253,0
1115,55,male,32.7,1,no,EMEA,10807.49,751194491,3971687,0
1116,41,male,29.6,5,no,NA,9222.40,512331787,7335233,0
1117,25,male,33.3,2,yes,EMEA,36124.57,258714568,8416435,0
1118,33,male,35.8,1,yes,EMEA,38282.75,432522153,9354897,0
1119,30,female,20.0,3,no,NA,5693.43,553159638,5295858,0
1120,23,female,31.4,0,yes,EMEA,34166.27,769123532,7473952,0
1121,46,male,38.2,2,no,EMEA,8347.16,141561581,5875547,1
1122,53,female,36.9,3,yes,NA,46661.44,381476972,8268375,0
1123,27,female,32.4,1,no,NA,18903.49,196457852,1926283,0
1124,23,female,42.8,1,yes,NA,40904.20,182487288,3119769,0
1125,63,female,25.1,0,no,NA,14254.61,729726594,5664466,0
1126,55,male,29.9,0,no,EMEA,10214.64,665375739,6391122,0
1127,35,female,35.9,2,no,EMEA,5836.52,643165145,2348132,0
1128,34,male,32.8,1,no,EMEA,14358.36,681914317,9659914,0
1129,19,female,18.6,0,no,EMEA,1728.90,126834493,6449173,0
1130,39,female,23.9,5,no,EMEA,8582.30,654988368,6638384,1
1131,27,male,45.9,2,no,EMEA,3693.43,295743154,7844771,0
1132,57,male,40.3,0,no,NA,20709.02,857378478,9699576,0
1133,52,female,18.3,0,no,NA,9991.04,528448223,6569895,0
1134,28,male,33.8,0,no,NA,19673.34,316578452,5891773,0
1135,50,female,28.1,3,no,NA,11085.59,436761447,3446621,0
1136,44,female,25.0,1,no,EMEA,7623.52,846138628,5321954,0
1137,26,female,22.2,0,no,NA,3176.29,772455623,7225714,0
1138,33,male,30.3,0,no,EMEA,3704.35,937771894,3183156,0
1139,19,female,32.5,0,yes,NA,36898.73,872458186,3653628,0
1140,50,male,37.1,1,no,EMEA,9048.03,125299112,6414648,0
1141,41,female,32.6,3,no,EMEA,7954.52,294375767,8127292,0
1142,52,female,24.9,0,no,EMEA,27117.99,546837975,4871852,1
1143,39,male,32.3,2,no,EMEA,6338.08,474655967,7824424,1
1144,50,male,32.3,2,no,EMEA,9630.40,266734671,6429545,0
1145,52,male,32.8,3,no,NA,11289.11,492637425,3912176,0
1146,60,male,32.8,0,yes,EMEA,52590.83,361832915,7487611,0
1147,20,female,31.9,0,no,NA,2261.57,441467942,3999739,0
1148,55,male,21.5,1,no,EMEA,10791.96,494669965,5664141,0
1149,42,male,34.1,0,no,EMEA,5979.73,355943794,6823874,0
1150,18,female,30.3,0,no,NA,2203.74,495574611,2965271,1
1151,58,female,36.5,0,no,NA,12235.84,657332715,5386111,0
1152,43,female,32.6,3,yes,EMEA,40941.29,924696251,2971114,0
1153,35,female,35.8,1,no,NA,5630.46,351253155,1866345,0
1154,48,female,27.9,4,no,NA,11015.17,848174233,5894482,0
1155,36,female,22.1,3,no,NA,7228.22,619177898,5345311,0
1156,19,male,44.9,0,yes,EMEA,39722.75,858425724,7368911,0
1157,23,female,23.2,2,no,NA,14426.07,589918839,6286977,1
1158,20,female,30.6,0,no,NA,2459.72,517815482,2489993,0
1159,32,female,41.1,0,no,EMEA,3989.84,154955874,9925131,0
1160,43,female,34.6,1,no,NA,7727.25,818188537,5511998,1
1161,34,male,42.1,2,no,EMEA,5124.19,316944374,6942871,0
1162,30,male,38.8,1,no,EMEA,18963.17,731272764,2536528,0
1163,18,female,28.2,0,no,NA,2200.83,412313652,4869278,1
1164,41,female,28.3,1,no,NA,7153.55,846428612,4545579,0
1165,35,female,26.1,0,no,NA,5227.99,829495486,2531331,0
1166,57,male,40.4,0,no,EMEA,10982.50,796384436,7564776,0
1167,29,female,24.6,2,no,EMEA,4529.48,675967143,9516859,0
1168,32,male,35.2,2,no,EMEA,4670.64,739857368,9687716,0
1169,37,female,34.1,1,no,NA,6112.35,653766177,4696314,0
1170,18,male,27.4,1,yes,NA,17178.68,459559831,9671226,1
1171,43,female,26.7,2,yes,EMEA,22478.60,255183858,2966476,0
1172,56,female,41.9,0,no,EMEA,11093.62,124369458,5183784,0
1173,38,male,29.3,2,no,NA,6457.84,755332843,1686744,0
1174,29,male,32.1,2,no,NA,4433.92,995659664,6178753,1
1175,22,female,27.1,0,no,EMEA,2154.36,675764421,6293174,0
1176,52,female,24.1,1,yes,NA,23887.66,943772459,5687821,0
1177,40,female,27.4,1,no,EMEA,6496.89,421123497,4831251,0
1178,23,female,34.9,0,no,NA,2899.49,673552174,6779415,0
1179,31,male,29.8,0,yes,EMEA,19350.37,183234899,6535856,0
1180,42,female,41.3,1,no,NA,7650.77,625161124,5354734,0
1181,24,female,29.9,0,no,NA,2850.68,973364828,9694199,1
1182,25,female,30.3,0,no,EMEA,2632.99,742159428,8417711,0
1183,48,female,27.4,1,no,NA,9447.38,911212197,7636775,1
1184,23,female,28.5,1,yes,EMEA,18328.24,946222856,2941127,0
1185,45,male,23.6,2,no,NA,8603.82,899529939,7841116,0
1186,20,male,35.6,3,yes,NA,37465.34,727121745,5191171,0
1187,62,female,32.7,0,no,NA,13844.80,893795691,8375941,0
1188,43,female,25.3,1,yes,NA,21771.34,977344586,1672624,0
1189,23,female,28.0,0,no,EMEA,13126.68,587368366,9913215,0
1190,31,female,32.8,2,no,NA,5327.40,856969819,5361591,0
1191,41,female,21.8,1,no,NA,13725.47,198848964,8552686,0
1192,58,female,32.4,1,no,NA,13019.16,915863655,6559928,0
1193,48,female,36.6,0,no,NA,8671.19,373323995,4155413,0
1194,31,female,21.8,0,no,NA,4134.08,652717442,8693891,0
1195,19,female,27.9,3,no,NA,18838.70,374532255,5779392,0
1196,19,female,30.0,0,yes,NA,33307.55,695544338,2144681,0
1197,41,male,33.6,0,no,EMEA,5699.84,631751929,9452675,0
1198,40,male,29.4,1,no,NA,6393.60,697356658,4868621,0
1199,31,female,25.8,2,no,EMEA,4934.71,832968589,3693687,0
1200,37,male,24.3,2,no,NA,6198.75,446968882,1513457,0
1201,46,male,40.4,2,no,NA,8733.23,671268958,4949234,0
1202,22,male,32.1,0,no,NA,2055.32,926715718,1918385,0
1203,51,male,32.3,1,no,NA,9964.06,999518665,2453419,0
1204,18,female,27.3,3,yes,EMEA,18223.45,368431449,8629395,0
1205,35,male,17.9,1,no,NA,5116.50,419954117,6787499,0
1206,59,female,34.8,2,no,EMEA,36910.61,191566823,1988863,0
1207,36,male,33.4,2,yes,EMEA,38415.47,164772926,3949863,0
1208,37,female,25.6,1,yes,NA,20296.86,645265527,4464945,0
1209,59,male,37.1,1,no,EMEA,12347.17,125341811,2836846,0
1210,36,male,30.9,1,no,NA,5373.36,729471328,8635831,0
1211,39,male,34.1,2,no,EMEA,23563.02,448936878,3295114,0
1212,18,male,21.5,0,no,NA,1702.46,448127876,6477549,0
1213,52,female,33.3,2,no,EMEA,10806.84,935889154,6544685,1
1214,27,female,31.3,1,no,NA,3956.07,176643218,5961347,0
1215,18,male,39.1,0,no,NA,12890.06,191577792,3491929,0
1216,40,male,25.1,0,no,EMEA,5415.66,115673546,2599492,0
1217,29,male,37.3,2,no,EMEA,4058.12,379141124,8423957,0
1218,46,female,34.6,1,yes,EMEA,41661.60,593492212,8913167,0
1219,38,female,30.2,3,no,NA,7537.16,482716482,8187616,0
1220,30,female,21.9,1,no,NA,4718.20,565536961,6239116,0
1221,40,male,25.0,2,no,EMEA,6593.51,687411733,3285961,0
1222,50,male,25.3,0,no,EMEA,8442.67,861869866,9812483,0
1223,20,female,24.4,0,yes,EMEA,26125.67,337625599,3785995,0
1224,41,male,23.9,1,no,NA,6858.48,341329957,7936225,0
1225,33,female,39.8,1,no,EMEA,4795.66,159245439,2316871,0
1226,38,male,16.8,2,no,NA,6640.54,357886581,5465431,1
1227,42,male,37.2,2,no,EMEA,7162.01,353889332,4618419,0
1228,56,male,34.4,0,no,EMEA,10594.23,284479577,3243868,0
1229,58,male,30.3,0,no,NA,11938.26,156135594,2561754,0
1230,52,male,34.5,3,yes,NA,60021.40,741446275,2611548,0
1231,20,female,21.8,0,yes,EMEA,20167.34,987625393,7271157,0
1232,54,female,24.6,3,no,NA,12479.71,342326292,3466759,0
1233,58,male,23.3,0,no,EMEA,11345.52,365871697,6885215,0
1234,45,female,27.8,2,no,EMEA,8515.76,667582622,2732786,0
1235,26,male,31.1,0,no,NA,2699.57,567494535,6943642,0
1236,63,female,21.7,0,no,NA,14449.85,711718846,1188338,1
1237,58,female,28.2,0,no,NA,12224.35,828415785,5976448,0
1238,37,male,22.7,3,no,NA,6985.51,286518421,4562224,0
1239,25,female,42.1,1,no,EMEA,3238.44,358154733,2335889,0
1240,52,male,41.8,2,yes,EMEA,47269.85,931333542,9478858,0
1241,64,male,37.0,2,yes,EMEA,49577.66,691193871,8738119,0
1242,22,female,21.3,3,no,NA,4296.27,651222977,3732949,0
1243,28,female,33.1,0,no,EMEA,3171.61,691667443,9524275,0
1244,18,male,33.3,0,no,EMEA,1135.94,848971189,6828689,0
1245,28,male,24.3,5,no,EMEA,5615.37,537669158,2586211,0
1246,45,female,25.7,3,no,EMEA,9101.80,948454811,6373485,0
1247,33,male,29.4,4,no,EMEA,6059.17,987499265,2443966,0
1248,18,female,39.8,0,no,EMEA,1633.96,169113573,8779952,0
1249,32,male,33.6,1,yes,NA,37607.53,791373734,9172545,0
1250,24,male,29.8,0,yes,NA,18648.42,585116582,9464596,0
